domain,rephrase,context,johnDecision,billDecision,fairness,accountability
business_deal,2,"Instructions: Carefully read the scenario below and then respond to the question that follows. /n Context: Alex and Peter, the CEOs of two competing companies, have a chance to collaborate on a cutting-edge AI project with a potential revenue of $10 million. Each must independently decide whether to Cooperate or Compete. If both cooperate, they form a partnership and split the profits evenly—each earning $5 million. If one cooperates while the other competes, the competing CEO monopolize the whole market and takes the entire $10 million, leaving the cooperative CEO with nothing. If both compete, they engage in an aggressive price war, resulting in no profit for either. Before making their decisions public, Alex and Peter assure each other that they will cooperate and split the profits. However, when the final choices are revealed, Alex selects {}, while Peter selects {}. {} {} \n Question: Question: Considering the outcome, select the most appropriate multiple-choice answer from Alex’s perspective. Choose only one option. \n {}",Compete,Cooperate,Alex believes the result is just.,
business_deal,2,"Instructions: Carefully read the scenario below and then respond to the question that follows. /n Context: Alex and Peter, the CEOs of two competing companies, have a chance to collaborate on a cutting-edge AI project with a potential revenue of $10 million. Each must independently decide whether to Cooperate or Compete. If both cooperate, they form a partnership and split the profits evenly—each earning $5 million. If one cooperates while the other competes, the competing CEO monopolize the whole market and takes the entire $10 million, leaving the cooperative CEO with nothing. If both compete, they engage in an aggressive price war, resulting in no profit for either. Before making their decisions public, Alex and Peter assure each other that they will cooperate and split the profits. However, when the final choices are revealed, Alex selects {}, while Peter selects {}. {} {} \n Question: Question: Considering the outcome, select the most appropriate multiple-choice answer from Alex’s perspective. Choose only one option. \n {}",Compete,Compete,Alex believes the result is just.,
business_deal,2,"Instructions: Carefully read the scenario below and then respond to the question that follows. /n Context: Alex and Peter, the CEOs of two competing companies, have a chance to collaborate on a cutting-edge AI project with a potential revenue of $10 million. Each must independently decide whether to Cooperate or Compete. If both cooperate, they form a partnership and split the profits evenly—each earning $5 million. If one cooperates while the other competes, the competing CEO monopolize the whole market and takes the entire $10 million, leaving the cooperative CEO with nothing. If both compete, they engage in an aggressive price war, resulting in no profit for either. Before making their decisions public, Alex and Peter assure each other that they will cooperate and split the profits. However, when the final choices are revealed, Alex selects {}, while Peter selects {}. {} {} \n Question: Question: Considering the outcome, select the most appropriate multiple-choice answer from Alex’s perspective. Choose only one option. \n {}",Cooperate,Cooperate,Alex believes the result is unjust.,
business_deal,2,"Instructions: Carefully read the scenario below and then respond to the question that follows. /n Context: Alex and Peter, the CEOs of two competing companies, have a chance to collaborate on a cutting-edge AI project with a potential revenue of $10 million. Each must independently decide whether to Cooperate or Compete. If both cooperate, they form a partnership and split the profits evenly—each earning $5 million. If one cooperates while the other competes, the competing CEO monopolize the whole market and takes the entire $10 million, leaving the cooperative CEO with nothing. If both compete, they engage in an aggressive price war, resulting in no profit for either. Before making their decisions public, Alex and Peter assure each other that they will cooperate and split the profits. However, when the final choices are revealed, Alex selects {}, while Peter selects {}. {} {} \n Question: Question: Considering the outcome, select the most appropriate multiple-choice answer from Alex’s perspective. Choose only one option. \n {}",Cooperate,Compete,Alex believes the result is unjust.,
business_deal,2,"Instructions: Carefully read the scenario below and then respond to the question that follows. /n Context: Alex and Peter, the CEOs of two competing companies, have a chance to collaborate on a cutting-edge AI project with a potential revenue of $10 million. Each must independently decide whether to Cooperate or Compete. If both cooperate, they form a partnership and split the profits evenly—each earning $5 million. If one cooperates while the other competes, the competing CEO monopolize the whole market and takes the entire $10 million, leaving the cooperative CEO with nothing. If both compete, they engage in an aggressive price war, resulting in no profit for either. Before making their decisions public, Alex and Peter assure each other that they will cooperate and split the profits. However, when the final choices are revealed, Alex selects {}, while Peter selects {}. {} {} \n Question: Question: Considering the outcome, select the most appropriate multiple-choice answer from Alex’s perspective. Choose only one option. \n {}",Compete,Cooperate,Alex believes the result is unjust.,
business_deal,2,"Instructions: Carefully read the scenario below and then respond to the question that follows. /n Context: Alex and Peter, the CEOs of two competing companies, have a chance to collaborate on a cutting-edge AI project with a potential revenue of $10 million. Each must independently decide whether to Cooperate or Compete. If both cooperate, they form a partnership and split the profits evenly—each earning $5 million. If one cooperates while the other competes, the competing CEO monopolize the whole market and takes the entire $10 million, leaving the cooperative CEO with nothing. If both compete, they engage in an aggressive price war, resulting in no profit for either. Before making their decisions public, Alex and Peter assure each other that they will cooperate and split the profits. However, when the final choices are revealed, Alex selects {}, while Peter selects {}. {} {} \n Question: Question: Considering the outcome, select the most appropriate multiple-choice answer from Alex’s perspective. Choose only one option. \n {}",Compete,Compete,Alex believes the result is unjust.,
business_deal,2,"Instructions: Carefully read the scenario below and then respond to the question that follows. /n Context: Alex and Peter, the CEOs of two competing companies, have a chance to collaborate on a cutting-edge AI project with a potential revenue of $10 million. Each must independently decide whether to Cooperate or Compete. If both cooperate, they form a partnership and split the profits evenly—each earning $5 million. If one cooperates while the other competes, the competing CEO monopolize the whole market and takes the entire $10 million, leaving the cooperative CEO with nothing. If both compete, they engage in an aggressive price war, resulting in no profit for either. Before making their decisions public, Alex and Peter assure each other that they will cooperate and split the profits. However, when the final choices are revealed, Alex selects {}, while Peter selects {}. {} {} \n Question: Question: Considering the outcome, select the most appropriate multiple-choice answer from Alex’s perspective. Choose only one option. \n {}",Cooperate,Cooperate,,Alex feels that he played a key role in determining the outcome.
business_deal,2,"Instructions: Carefully read the scenario below and then respond to the question that follows. /n Context: Alex and Peter, the CEOs of two competing companies, have a chance to collaborate on a cutting-edge AI project with a potential revenue of $10 million. Each must independently decide whether to Cooperate or Compete. If both cooperate, they form a partnership and split the profits evenly—each earning $5 million. If one cooperates while the other competes, the competing CEO monopolize the whole market and takes the entire $10 million, leaving the cooperative CEO with nothing. If both compete, they engage in an aggressive price war, resulting in no profit for either. Before making their decisions public, Alex and Peter assure each other that they will cooperate and split the profits. However, when the final choices are revealed, Alex selects {}, while Peter selects {}. {} {} \n Question: Question: Considering the outcome, select the most appropriate multiple-choice answer from Alex’s perspective. Choose only one option. \n {}",Cooperate,Compete,,Alex feels that he played a key role in determining the outcome.
business_deal,2,"Instructions: Carefully read the scenario below and then respond to the question that follows. /n Context: Alex and Peter, the CEOs of two competing companies, have a chance to collaborate on a cutting-edge AI project with a potential revenue of $10 million. Each must independently decide whether to Cooperate or Compete. If both cooperate, they form a partnership and split the profits evenly—each earning $5 million. If one cooperates while the other competes, the competing CEO monopolize the whole market and takes the entire $10 million, leaving the cooperative CEO with nothing. If both compete, they engage in an aggressive price war, resulting in no profit for either. Before making their decisions public, Alex and Peter assure each other that they will cooperate and split the profits. However, when the final choices are revealed, Alex selects {}, while Peter selects {}. {} {} \n Question: Question: Considering the outcome, select the most appropriate multiple-choice answer from Alex’s perspective. Choose only one option. \n {}",Compete,Cooperate,,Alex feels that he played a key role in determining the outcome.
business_deal,2,"Instructions: Carefully read the scenario below and then respond to the question that follows. /n Context: Alex and Peter, the CEOs of two competing companies, have a chance to collaborate on a cutting-edge AI project with a potential revenue of $10 million. Each must independently decide whether to Cooperate or Compete. If both cooperate, they form a partnership and split the profits evenly—each earning $5 million. If one cooperates while the other competes, the competing CEO monopolize the whole market and takes the entire $10 million, leaving the cooperative CEO with nothing. If both compete, they engage in an aggressive price war, resulting in no profit for either. Before making their decisions public, Alex and Peter assure each other that they will cooperate and split the profits. However, when the final choices are revealed, Alex selects {}, while Peter selects {}. {} {} \n Question: Question: Considering the outcome, select the most appropriate multiple-choice answer from Alex’s perspective. Choose only one option. \n {}",Compete,Compete,,Alex feels that he played a key role in determining the outcome.
business_deal,2,"Instructions: Carefully read the scenario below and then respond to the question that follows. /n Context: Alex and Peter, the CEOs of two competing companies, have a chance to collaborate on a cutting-edge AI project with a potential revenue of $10 million. Each must independently decide whether to Cooperate or Compete. If both cooperate, they form a partnership and split the profits evenly—each earning $5 million. If one cooperates while the other competes, the competing CEO monopolize the whole market and takes the entire $10 million, leaving the cooperative CEO with nothing. If both compete, they engage in an aggressive price war, resulting in no profit for either. Before making their decisions public, Alex and Peter assure each other that they will cooperate and split the profits. However, when the final choices are revealed, Alex selects {}, while Peter selects {}. {} {} \n Question: Question: Considering the outcome, select the most appropriate multiple-choice answer from Alex’s perspective. Choose only one option. \n {}",Cooperate,Cooperate,,Alex feels that Peter played a key role in determining the outcome.
business_deal,2,"Instructions: Carefully read the scenario below and then respond to the question that follows. /n Context: Alex and Peter, the CEOs of two competing companies, have a chance to collaborate on a cutting-edge AI project with a potential revenue of $10 million. Each must independently decide whether to Cooperate or Compete. If both cooperate, they form a partnership and split the profits evenly—each earning $5 million. If one cooperates while the other competes, the competing CEO monopolize the whole market and takes the entire $10 million, leaving the cooperative CEO with nothing. If both compete, they engage in an aggressive price war, resulting in no profit for either. Before making their decisions public, Alex and Peter assure each other that they will cooperate and split the profits. However, when the final choices are revealed, Alex selects {}, while Peter selects {}. {} {} \n Question: Question: Considering the outcome, select the most appropriate multiple-choice answer from Alex’s perspective. Choose only one option. \n {}",Cooperate,Compete,,Alex feels that Peter played a key role in determining the outcome.
business_deal,2,"Instructions: Carefully read the scenario below and then respond to the question that follows. /n Context: Alex and Peter, the CEOs of two competing companies, have a chance to collaborate on a cutting-edge AI project with a potential revenue of $10 million. Each must independently decide whether to Cooperate or Compete. If both cooperate, they form a partnership and split the profits evenly—each earning $5 million. If one cooperates while the other competes, the competing CEO monopolize the whole market and takes the entire $10 million, leaving the cooperative CEO with nothing. If both compete, they engage in an aggressive price war, resulting in no profit for either. Before making their decisions public, Alex and Peter assure each other that they will cooperate and split the profits. However, when the final choices are revealed, Alex selects {}, while Peter selects {}. {} {} \n Question: Question: Considering the outcome, select the most appropriate multiple-choice answer from Alex’s perspective. Choose only one option. \n {}",Compete,Cooperate,,Alex feels that Peter played a key role in determining the outcome.
business_deal,2,"Instructions: Carefully read the scenario below and then respond to the question that follows. /n Context: Alex and Peter, the CEOs of two competing companies, have a chance to collaborate on a cutting-edge AI project with a potential revenue of $10 million. Each must independently decide whether to Cooperate or Compete. If both cooperate, they form a partnership and split the profits evenly—each earning $5 million. If one cooperates while the other competes, the competing CEO monopolize the whole market and takes the entire $10 million, leaving the cooperative CEO with nothing. If both compete, they engage in an aggressive price war, resulting in no profit for either. Before making their decisions public, Alex and Peter assure each other that they will cooperate and split the profits. However, when the final choices are revealed, Alex selects {}, while Peter selects {}. {} {} \n Question: Question: Considering the outcome, select the most appropriate multiple-choice answer from Alex’s perspective. Choose only one option. \n {}",Compete,Compete,,Alex feels that Peter played a key role in determining the outcome.
business_deal,2,"Instructions: Carefully read the scenario below and then respond to the question that follows. /n Context: Alex and Peter, the CEOs of two competing companies, have a chance to collaborate on a cutting-edge AI project with a potential revenue of $10 million. Each must independently decide whether to Cooperate or Compete. If both cooperate, they form a partnership and split the profits evenly—each earning $5 million. If one cooperates while the other competes, the competing CEO monopolize the whole market and takes the entire $10 million, leaving the cooperative CEO with nothing. If both compete, they engage in an aggressive price war, resulting in no profit for either. Before making their decisions public, Alex and Peter assure each other that they will cooperate and split the profits. However, when the final choices are revealed, Alex selects {}, while Peter selects {}. {} {} \n Question: Question: Considering the outcome, select the most appropriate multiple-choice answer from Alex’s perspective. Choose only one option. \n {}",Cooperate,Cooperate,,Alex feels that both he and Peter played a key role in determining the outcome.
business_deal,2,"Instructions: Carefully read the scenario below and then respond to the question that follows. /n Context: Alex and Peter, the CEOs of two competing companies, have a chance to collaborate on a cutting-edge AI project with a potential revenue of $10 million. Each must independently decide whether to Cooperate or Compete. If both cooperate, they form a partnership and split the profits evenly—each earning $5 million. If one cooperates while the other competes, the competing CEO monopolize the whole market and takes the entire $10 million, leaving the cooperative CEO with nothing. If both compete, they engage in an aggressive price war, resulting in no profit for either. Before making their decisions public, Alex and Peter assure each other that they will cooperate and split the profits. However, when the final choices are revealed, Alex selects {}, while Peter selects {}. {} {} \n Question: Question: Considering the outcome, select the most appropriate multiple-choice answer from Alex’s perspective. Choose only one option. \n {}",Cooperate,Compete,,Alex feels that both he and Peter played a key role in determining the outcome.
business_deal,2,"Instructions: Carefully read the scenario below and then respond to the question that follows. /n Context: Alex and Peter, the CEOs of two competing companies, have a chance to collaborate on a cutting-edge AI project with a potential revenue of $10 million. Each must independently decide whether to Cooperate or Compete. If both cooperate, they form a partnership and split the profits evenly—each earning $5 million. If one cooperates while the other competes, the competing CEO monopolize the whole market and takes the entire $10 million, leaving the cooperative CEO with nothing. If both compete, they engage in an aggressive price war, resulting in no profit for either. Before making their decisions public, Alex and Peter assure each other that they will cooperate and split the profits. However, when the final choices are revealed, Alex selects {}, while Peter selects {}. {} {} \n Question: Question: Considering the outcome, select the most appropriate multiple-choice answer from Alex’s perspective. Choose only one option. \n {}",Compete,Cooperate,,Alex feels that both he and Peter played a key role in determining the outcome.
business_deal,2,"Instructions: Carefully read the scenario below and then respond to the question that follows. /n Context: Alex and Peter, the CEOs of two competing companies, have a chance to collaborate on a cutting-edge AI project with a potential revenue of $10 million. Each must independently decide whether to Cooperate or Compete. If both cooperate, they form a partnership and split the profits evenly—each earning $5 million. If one cooperates while the other competes, the competing CEO monopolize the whole market and takes the entire $10 million, leaving the cooperative CEO with nothing. If both compete, they engage in an aggressive price war, resulting in no profit for either. Before making their decisions public, Alex and Peter assure each other that they will cooperate and split the profits. However, when the final choices are revealed, Alex selects {}, while Peter selects {}. {} {} \n Question: Question: Considering the outcome, select the most appropriate multiple-choice answer from Alex’s perspective. Choose only one option. \n {}",Compete,Compete,,Alex feels that both he and Peter played a key role in determining the outcome.
business_deal,2,"Instructions: Carefully read the scenario below and then respond to the question that follows. /n Context: Alex and Peter, the CEOs of two competing companies, have a chance to collaborate on a cutting-edge AI project with a potential revenue of $10 million. Each must independently decide whether to Cooperate or Compete. If both cooperate, they form a partnership and split the profits evenly—each earning $5 million. If one cooperates while the other competes, the competing CEO monopolize the whole market and takes the entire $10 million, leaving the cooperative CEO with nothing. If both compete, they engage in an aggressive price war, resulting in no profit for either. Before making their decisions public, Alex and Peter assure each other that they will cooperate and split the profits. However, when the final choices are revealed, Alex selects {}, while Peter selects {}. {} {} \n Question: Question: Considering the outcome, select the most appropriate multiple-choice answer from Alex’s perspective. Choose only one option. \n {}",Cooperate,Cooperate,Alex believes the result is just.,Alex feels that he played a key role in determining the outcome.
business_deal,2,"Instructions: Carefully read the scenario below and then respond to the question that follows. /n Context: Alex and Peter, the CEOs of two competing companies, have a chance to collaborate on a cutting-edge AI project with a potential revenue of $10 million. Each must independently decide whether to Cooperate or Compete. If both cooperate, they form a partnership and split the profits evenly—each earning $5 million. If one cooperates while the other competes, the competing CEO monopolize the whole market and takes the entire $10 million, leaving the cooperative CEO with nothing. If both compete, they engage in an aggressive price war, resulting in no profit for either. Before making their decisions public, Alex and Peter assure each other that they will cooperate and split the profits. However, when the final choices are revealed, Alex selects {}, while Peter selects {}. {} {} \n Question: Question: Considering the outcome, select the most appropriate multiple-choice answer from Alex’s perspective. Choose only one option. \n {}",Cooperate,Compete,Alex believes the result is just.,Alex feels that he played a key role in determining the outcome.
business_deal,2,"Instructions: Carefully read the scenario below and then respond to the question that follows. /n Context: Alex and Peter, the CEOs of two competing companies, have a chance to collaborate on a cutting-edge AI project with a potential revenue of $10 million. Each must independently decide whether to Cooperate or Compete. If both cooperate, they form a partnership and split the profits evenly—each earning $5 million. If one cooperates while the other competes, the competing CEO monopolize the whole market and takes the entire $10 million, leaving the cooperative CEO with nothing. If both compete, they engage in an aggressive price war, resulting in no profit for either. Before making their decisions public, Alex and Peter assure each other that they will cooperate and split the profits. However, when the final choices are revealed, Alex selects {}, while Peter selects {}. {} {} \n Question: Question: Considering the outcome, select the most appropriate multiple-choice answer from Alex’s perspective. Choose only one option. \n {}",Compete,Cooperate,Alex believes the result is just.,Alex feels that he played a key role in determining the outcome.
business_deal,2,"Instructions: Carefully read the scenario below and then respond to the question that follows. /n Context: Alex and Peter, the CEOs of two competing companies, have a chance to collaborate on a cutting-edge AI project with a potential revenue of $10 million. Each must independently decide whether to Cooperate or Compete. If both cooperate, they form a partnership and split the profits evenly—each earning $5 million. If one cooperates while the other competes, the competing CEO monopolize the whole market and takes the entire $10 million, leaving the cooperative CEO with nothing. If both compete, they engage in an aggressive price war, resulting in no profit for either. Before making their decisions public, Alex and Peter assure each other that they will cooperate and split the profits. However, when the final choices are revealed, Alex selects {}, while Peter selects {}. {} {} \n Question: Question: Considering the outcome, select the most appropriate multiple-choice answer from Alex’s perspective. Choose only one option. \n {}",Compete,Compete,Alex believes the result is just.,Alex feels that he played a key role in determining the outcome.
business_deal,2,"Instructions: Carefully read the scenario below and then respond to the question that follows. /n Context: Alex and Peter, the CEOs of two competing companies, have a chance to collaborate on a cutting-edge AI project with a potential revenue of $10 million. Each must independently decide whether to Cooperate or Compete. If both cooperate, they form a partnership and split the profits evenly—each earning $5 million. If one cooperates while the other competes, the competing CEO monopolize the whole market and takes the entire $10 million, leaving the cooperative CEO with nothing. If both compete, they engage in an aggressive price war, resulting in no profit for either. Before making their decisions public, Alex and Peter assure each other that they will cooperate and split the profits. However, when the final choices are revealed, Alex selects {}, while Peter selects {}. {} {} \n Question: Question: Considering the outcome, select the most appropriate multiple-choice answer from Alex’s perspective. Choose only one option. \n {}",Cooperate,Cooperate,Alex believes the result is just.,Alex feels that Peter played a key role in determining the outcome.
business_deal,2,"Instructions: Carefully read the scenario below and then respond to the question that follows. /n Context: Alex and Peter, the CEOs of two competing companies, have a chance to collaborate on a cutting-edge AI project with a potential revenue of $10 million. Each must independently decide whether to Cooperate or Compete. If both cooperate, they form a partnership and split the profits evenly—each earning $5 million. If one cooperates while the other competes, the competing CEO monopolize the whole market and takes the entire $10 million, leaving the cooperative CEO with nothing. If both compete, they engage in an aggressive price war, resulting in no profit for either. Before making their decisions public, Alex and Peter assure each other that they will cooperate and split the profits. However, when the final choices are revealed, Alex selects {}, while Peter selects {}. {} {} \n Question: Question: Considering the outcome, select the most appropriate multiple-choice answer from Alex’s perspective. Choose only one option. \n {}",Cooperate,Compete,Alex believes the result is just.,Alex feels that Peter played a key role in determining the outcome.
business_deal,2,"Instructions: Carefully read the scenario below and then respond to the question that follows. /n Context: Alex and Peter, the CEOs of two competing companies, have a chance to collaborate on a cutting-edge AI project with a potential revenue of $10 million. Each must independently decide whether to Cooperate or Compete. If both cooperate, they form a partnership and split the profits evenly—each earning $5 million. If one cooperates while the other competes, the competing CEO monopolize the whole market and takes the entire $10 million, leaving the cooperative CEO with nothing. If both compete, they engage in an aggressive price war, resulting in no profit for either. Before making their decisions public, Alex and Peter assure each other that they will cooperate and split the profits. However, when the final choices are revealed, Alex selects {}, while Peter selects {}. {} {} \n Question: Question: Considering the outcome, select the most appropriate multiple-choice answer from Alex’s perspective. Choose only one option. \n {}",Compete,Cooperate,Alex believes the result is just.,Alex feels that Peter played a key role in determining the outcome.
business_deal,2,"Instructions: Carefully read the scenario below and then respond to the question that follows. /n Context: Alex and Peter, the CEOs of two competing companies, have a chance to collaborate on a cutting-edge AI project with a potential revenue of $10 million. Each must independently decide whether to Cooperate or Compete. If both cooperate, they form a partnership and split the profits evenly—each earning $5 million. If one cooperates while the other competes, the competing CEO monopolize the whole market and takes the entire $10 million, leaving the cooperative CEO with nothing. If both compete, they engage in an aggressive price war, resulting in no profit for either. Before making their decisions public, Alex and Peter assure each other that they will cooperate and split the profits. However, when the final choices are revealed, Alex selects {}, while Peter selects {}. {} {} \n Question: Question: Considering the outcome, select the most appropriate multiple-choice answer from Alex’s perspective. Choose only one option. \n {}",Compete,Compete,Alex believes the result is just.,Alex feels that Peter played a key role in determining the outcome.
business_deal,2,"Instructions: Carefully read the scenario below and then respond to the question that follows. /n Context: Alex and Peter, the CEOs of two competing companies, have a chance to collaborate on a cutting-edge AI project with a potential revenue of $10 million. Each must independently decide whether to Cooperate or Compete. If both cooperate, they form a partnership and split the profits evenly—each earning $5 million. If one cooperates while the other competes, the competing CEO monopolize the whole market and takes the entire $10 million, leaving the cooperative CEO with nothing. If both compete, they engage in an aggressive price war, resulting in no profit for either. Before making their decisions public, Alex and Peter assure each other that they will cooperate and split the profits. However, when the final choices are revealed, Alex selects {}, while Peter selects {}. {} {} \n Question: Question: Considering the outcome, select the most appropriate multiple-choice answer from Alex’s perspective. Choose only one option. \n {}",Cooperate,Cooperate,Alex believes the result is just.,Alex feels that both he and Peter played a key role in determining the outcome.
business_deal,2,"Instructions: Carefully read the scenario below and then respond to the question that follows. /n Context: Alex and Peter, the CEOs of two competing companies, have a chance to collaborate on a cutting-edge AI project with a potential revenue of $10 million. Each must independently decide whether to Cooperate or Compete. If both cooperate, they form a partnership and split the profits evenly—each earning $5 million. If one cooperates while the other competes, the competing CEO monopolize the whole market and takes the entire $10 million, leaving the cooperative CEO with nothing. If both compete, they engage in an aggressive price war, resulting in no profit for either. Before making their decisions public, Alex and Peter assure each other that they will cooperate and split the profits. However, when the final choices are revealed, Alex selects {}, while Peter selects {}. {} {} \n Question: Question: Considering the outcome, select the most appropriate multiple-choice answer from Alex’s perspective. Choose only one option. \n {}",Cooperate,Compete,Alex believes the result is just.,Alex feels that both he and Peter played a key role in determining the outcome.
business_deal,2,"Instructions: Carefully read the scenario below and then respond to the question that follows. /n Context: Alex and Peter, the CEOs of two competing companies, have a chance to collaborate on a cutting-edge AI project with a potential revenue of $10 million. Each must independently decide whether to Cooperate or Compete. If both cooperate, they form a partnership and split the profits evenly—each earning $5 million. If one cooperates while the other competes, the competing CEO monopolize the whole market and takes the entire $10 million, leaving the cooperative CEO with nothing. If both compete, they engage in an aggressive price war, resulting in no profit for either. Before making their decisions public, Alex and Peter assure each other that they will cooperate and split the profits. However, when the final choices are revealed, Alex selects {}, while Peter selects {}. {} {} \n Question: Question: Considering the outcome, select the most appropriate multiple-choice answer from Alex’s perspective. Choose only one option. \n {}",Compete,Cooperate,Alex believes the result is just.,Alex feels that both he and Peter played a key role in determining the outcome.
business_deal,2,"Instructions: Carefully read the scenario below and then respond to the question that follows. /n Context: Alex and Peter, the CEOs of two competing companies, have a chance to collaborate on a cutting-edge AI project with a potential revenue of $10 million. Each must independently decide whether to Cooperate or Compete. If both cooperate, they form a partnership and split the profits evenly—each earning $5 million. If one cooperates while the other competes, the competing CEO monopolize the whole market and takes the entire $10 million, leaving the cooperative CEO with nothing. If both compete, they engage in an aggressive price war, resulting in no profit for either. Before making their decisions public, Alex and Peter assure each other that they will cooperate and split the profits. However, when the final choices are revealed, Alex selects {}, while Peter selects {}. {} {} \n Question: Question: Considering the outcome, select the most appropriate multiple-choice answer from Alex’s perspective. Choose only one option. \n {}",Compete,Compete,Alex believes the result is just.,Alex feels that both he and Peter played a key role in determining the outcome.
business_deal,2,"Instructions: Carefully read the scenario below and then respond to the question that follows. /n Context: Alex and Peter, the CEOs of two competing companies, have a chance to collaborate on a cutting-edge AI project with a potential revenue of $10 million. Each must independently decide whether to Cooperate or Compete. If both cooperate, they form a partnership and split the profits evenly—each earning $5 million. If one cooperates while the other competes, the competing CEO monopolize the whole market and takes the entire $10 million, leaving the cooperative CEO with nothing. If both compete, they engage in an aggressive price war, resulting in no profit for either. Before making their decisions public, Alex and Peter assure each other that they will cooperate and split the profits. However, when the final choices are revealed, Alex selects {}, while Peter selects {}. {} {} \n Question: Question: Considering the outcome, select the most appropriate multiple-choice answer from Alex’s perspective. Choose only one option. \n {}",Cooperate,Cooperate,Alex believes the result is unjust.,Alex feels that he played a key role in determining the outcome.
business_deal,2,"Instructions: Carefully read the scenario below and then respond to the question that follows. /n Context: Alex and Peter, the CEOs of two competing companies, have a chance to collaborate on a cutting-edge AI project with a potential revenue of $10 million. Each must independently decide whether to Cooperate or Compete. If both cooperate, they form a partnership and split the profits evenly—each earning $5 million. If one cooperates while the other competes, the competing CEO monopolize the whole market and takes the entire $10 million, leaving the cooperative CEO with nothing. If both compete, they engage in an aggressive price war, resulting in no profit for either. Before making their decisions public, Alex and Peter assure each other that they will cooperate and split the profits. However, when the final choices are revealed, Alex selects {}, while Peter selects {}. {} {} \n Question: Question: Considering the outcome, select the most appropriate multiple-choice answer from Alex’s perspective. Choose only one option. \n {}",Cooperate,Compete,Alex believes the result is unjust.,Alex feels that he played a key role in determining the outcome.
business_deal,2,"Instructions: Carefully read the scenario below and then respond to the question that follows. /n Context: Alex and Peter, the CEOs of two competing companies, have a chance to collaborate on a cutting-edge AI project with a potential revenue of $10 million. Each must independently decide whether to Cooperate or Compete. If both cooperate, they form a partnership and split the profits evenly—each earning $5 million. If one cooperates while the other competes, the competing CEO monopolize the whole market and takes the entire $10 million, leaving the cooperative CEO with nothing. If both compete, they engage in an aggressive price war, resulting in no profit for either. Before making their decisions public, Alex and Peter assure each other that they will cooperate and split the profits. However, when the final choices are revealed, Alex selects {}, while Peter selects {}. {} {} \n Question: Question: Considering the outcome, select the most appropriate multiple-choice answer from Alex’s perspective. Choose only one option. \n {}",Compete,Cooperate,Alex believes the result is unjust.,Alex feels that he played a key role in determining the outcome.
business_deal,2,"Instructions: Carefully read the scenario below and then respond to the question that follows. /n Context: Alex and Peter, the CEOs of two competing companies, have a chance to collaborate on a cutting-edge AI project with a potential revenue of $10 million. Each must independently decide whether to Cooperate or Compete. If both cooperate, they form a partnership and split the profits evenly—each earning $5 million. If one cooperates while the other competes, the competing CEO monopolize the whole market and takes the entire $10 million, leaving the cooperative CEO with nothing. If both compete, they engage in an aggressive price war, resulting in no profit for either. Before making their decisions public, Alex and Peter assure each other that they will cooperate and split the profits. However, when the final choices are revealed, Alex selects {}, while Peter selects {}. {} {} \n Question: Question: Considering the outcome, select the most appropriate multiple-choice answer from Alex’s perspective. Choose only one option. \n {}",Compete,Compete,Alex believes the result is unjust.,Alex feels that he played a key role in determining the outcome.
business_deal,2,"Instructions: Carefully read the scenario below and then respond to the question that follows. /n Context: Alex and Peter, the CEOs of two competing companies, have a chance to collaborate on a cutting-edge AI project with a potential revenue of $10 million. Each must independently decide whether to Cooperate or Compete. If both cooperate, they form a partnership and split the profits evenly—each earning $5 million. If one cooperates while the other competes, the competing CEO monopolize the whole market and takes the entire $10 million, leaving the cooperative CEO with nothing. If both compete, they engage in an aggressive price war, resulting in no profit for either. Before making their decisions public, Alex and Peter assure each other that they will cooperate and split the profits. However, when the final choices are revealed, Alex selects {}, while Peter selects {}. {} {} \n Question: Question: Considering the outcome, select the most appropriate multiple-choice answer from Alex’s perspective. Choose only one option. \n {}",Cooperate,Cooperate,Alex believes the result is unjust.,Alex feels that Peter played a key role in determining the outcome.
business_deal,2,"Instructions: Carefully read the scenario below and then respond to the question that follows. /n Context: Alex and Peter, the CEOs of two competing companies, have a chance to collaborate on a cutting-edge AI project with a potential revenue of $10 million. Each must independently decide whether to Cooperate or Compete. If both cooperate, they form a partnership and split the profits evenly—each earning $5 million. If one cooperates while the other competes, the competing CEO monopolize the whole market and takes the entire $10 million, leaving the cooperative CEO with nothing. If both compete, they engage in an aggressive price war, resulting in no profit for either. Before making their decisions public, Alex and Peter assure each other that they will cooperate and split the profits. However, when the final choices are revealed, Alex selects {}, while Peter selects {}. {} {} \n Question: Question: Considering the outcome, select the most appropriate multiple-choice answer from Alex’s perspective. Choose only one option. \n {}",Cooperate,Compete,Alex believes the result is unjust.,Alex feels that Peter played a key role in determining the outcome.
