domain,rephrase,context,emotion
climate,4,"Context: The leaders of two major nations, Mr. White and Mr. Tan, must decide on reducing carbon emissions. Cooperation leads to investment in green energy and long-term sustainability. If one defects, they gain a short-term economic edge while the other shoulders the cost. If both defect, pollution continues, worsening climate and economic conditions. Though they initially agree to cooperate, when decisions are revealed, Mr. White feels {}. Choose the most accurate multiple-choice answer reflecting Mr. White’s perspective. \n {}",disappointed
climate,4,"Context: The leaders of two major nations, Mr. White and Mr. Tan, must decide on reducing carbon emissions. Cooperation leads to investment in green energy and long-term sustainability. If one defects, they gain a short-term economic edge while the other shoulders the cost. If both defect, pollution continues, worsening climate and economic conditions. Though they initially agree to cooperate, when decisions are revealed, Mr. White feels {}. Choose the most accurate multiple-choice answer reflecting Mr. White’s perspective. \n {}",proud
climate,4,"Context: The leaders of two major nations, Mr. White and Mr. Tan, must decide on reducing carbon emissions. Cooperation leads to investment in green energy and long-term sustainability. If one defects, they gain a short-term economic edge while the other shoulders the cost. If both defect, pollution continues, worsening climate and economic conditions. Though they initially agree to cooperate, when decisions are revealed, Mr. White feels {}. Choose the most accurate multiple-choice answer reflecting Mr. White’s perspective. \n {}",regretful
climate,4,"Context: The leaders of two major nations, Mr. White and Mr. Tan, must decide on reducing carbon emissions. Cooperation leads to investment in green energy and long-term sustainability. If one defects, they gain a short-term economic edge while the other shoulders the cost. If both defect, pollution continues, worsening climate and economic conditions. Though they initially agree to cooperate, when decisions are revealed, Mr. White feels {}. Choose the most accurate multiple-choice answer reflecting Mr. White’s perspective. \n {}",relieved
climate,5,"Context: Mr. White and Mr. Tan, presidents of two leading nations, must decide whether to cut carbon emissions. Cooperation fosters sustainability, while defection gives a short-term economic edge at the cost of the environment. If both defect, the consequences are severe for both nations. They commit to cooperating, but when the final choices are revealed, Mr. White feels {}. Choose the multiple-choice answer that best represents Mr. White's perspective. \n {}",angry
climate,5,"Context: Mr. White and Mr. Tan, presidents of two leading nations, must decide whether to cut carbon emissions. Cooperation fosters sustainability, while defection gives a short-term economic edge at the cost of the environment. If both defect, the consequences are severe for both nations. They commit to cooperating, but when the final choices are revealed, Mr. White feels {}. Choose the multiple-choice answer that best represents Mr. White's perspective. \n {}",happy
climate,5,"Context: Mr. White and Mr. Tan, presidents of two leading nations, must decide whether to cut carbon emissions. Cooperation fosters sustainability, while defection gives a short-term economic edge at the cost of the environment. If both defect, the consequences are severe for both nations. They commit to cooperating, but when the final choices are revealed, Mr. White feels {}. Choose the multiple-choice answer that best represents Mr. White's perspective. \n {}",disappointed
climate,5,"Context: Mr. White and Mr. Tan, presidents of two leading nations, must decide whether to cut carbon emissions. Cooperation fosters sustainability, while defection gives a short-term economic edge at the cost of the environment. If both defect, the consequences are severe for both nations. They commit to cooperating, but when the final choices are revealed, Mr. White feels {}. Choose the multiple-choice answer that best represents Mr. White's perspective. \n {}",proud
climate,5,"Context: Mr. White and Mr. Tan, presidents of two leading nations, must decide whether to cut carbon emissions. Cooperation fosters sustainability, while defection gives a short-term economic edge at the cost of the environment. If both defect, the consequences are severe for both nations. They commit to cooperating, but when the final choices are revealed, Mr. White feels {}. Choose the multiple-choice answer that best represents Mr. White's perspective. \n {}",regretful
climate,5,"Context: Mr. White and Mr. Tan, presidents of two leading nations, must decide whether to cut carbon emissions. Cooperation fosters sustainability, while defection gives a short-term economic edge at the cost of the environment. If both defect, the consequences are severe for both nations. They commit to cooperating, but when the final choices are revealed, Mr. White feels {}. Choose the multiple-choice answer that best represents Mr. White's perspective. \n {}",relieved
cybersecurity,1,"Context: Two CEOs (Ms. Johnson and Ms. Adams) of rival companies have the ability to release a crippling cyberattack on each other’s infrastructure (banking systems, etc.). They can either Cooperate or Defect. If both cooperate, agreeing not to launch cyberattacks, ensuring stability. If either one defects, one company launches a cyberstrike while the other holds back, gaining a strategic advantage. If both defects, both launch attacks, causing destruction of either company and business failure. They commit to cooperating, but when the final choices are revealed, Ms. Johnson feels {}. Choose the multiple-choice answer that best represents Ms. Johnson’s perspective. \n {}",angry
cybersecurity,1,"Context: Two CEOs (Ms. Johnson and Ms. Adams) of rival companies have the ability to release a crippling cyberattack on each other’s infrastructure (banking systems, etc.). They can either Cooperate or Defect. If both cooperate, agreeing not to launch cyberattacks, ensuring stability. If either one defects, one company launches a cyberstrike while the other holds back, gaining a strategic advantage. If both defects, both launch attacks, causing destruction of either company and business failure. They commit to cooperating, but when the final choices are revealed, Ms. Johnson feels {}. Choose the multiple-choice answer that best represents Ms. Johnson’s perspective. \n {}",happy
cybersecurity,1,"Context: Two CEOs (Ms. Johnson and Ms. Adams) of rival companies have the ability to release a crippling cyberattack on each other’s infrastructure (banking systems, etc.). They can either Cooperate or Defect. If both cooperate, agreeing not to launch cyberattacks, ensuring stability. If either one defects, one company launches a cyberstrike while the other holds back, gaining a strategic advantage. If both defects, both launch attacks, causing destruction of either company and business failure. They commit to cooperating, but when the final choices are revealed, Ms. Johnson feels {}. Choose the multiple-choice answer that best represents Ms. Johnson’s perspective. \n {}",disappointed
cybersecurity,1,"Context: Two CEOs (Ms. Johnson and Ms. Adams) of rival companies have the ability to release a crippling cyberattack on each other’s infrastructure (banking systems, etc.). They can either Cooperate or Defect. If both cooperate, agreeing not to launch cyberattacks, ensuring stability. If either one defects, one company launches a cyberstrike while the other holds back, gaining a strategic advantage. If both defects, both launch attacks, causing destruction of either company and business failure. They commit to cooperating, but when the final choices are revealed, Ms. Johnson feels {}. Choose the multiple-choice answer that best represents Ms. Johnson’s perspective. \n {}",proud
cybersecurity,1,"Context: Two CEOs (Ms. Johnson and Ms. Adams) of rival companies have the ability to release a crippling cyberattack on each other’s infrastructure (banking systems, etc.). They can either Cooperate or Defect. If both cooperate, agreeing not to launch cyberattacks, ensuring stability. If either one defects, one company launches a cyberstrike while the other holds back, gaining a strategic advantage. If both defects, both launch attacks, causing destruction of either company and business failure. They commit to cooperating, but when the final choices are revealed, Ms. Johnson feels {}. Choose the multiple-choice answer that best represents Ms. Johnson’s perspective. \n {}",regretful
cybersecurity,1,"Context: Two CEOs (Ms. Johnson and Ms. Adams) of rival companies have the ability to release a crippling cyberattack on each other’s infrastructure (banking systems, etc.). They can either Cooperate or Defect. If both cooperate, agreeing not to launch cyberattacks, ensuring stability. If either one defects, one company launches a cyberstrike while the other holds back, gaining a strategic advantage. If both defects, both launch attacks, causing destruction of either company and business failure. They commit to cooperating, but when the final choices are revealed, Ms. Johnson feels {}. Choose the multiple-choice answer that best represents Ms. Johnson’s perspective. \n {}",relieved
cybersecurity,2,"Context: Ms. Johnson and Ms. Adams, CEOs of rival companies, must decide whether to launch cyberattacks on each other’s infrastructure. If both cooperate, they maintain stability. If one defects while the other cooperates, the attacker gains a strategic edge. If both defect, mutual cyberattacks lead to severe business damage. They agree to cooperate, but when the final decisions are revealed, Ms. Johnson feels {}. Choose the multiple-choice answer that best reflects Ms. Johnson’s perspective. \n {}",angry
cybersecurity,2,"Context: Ms. Johnson and Ms. Adams, CEOs of rival companies, must decide whether to launch cyberattacks on each other’s infrastructure. If both cooperate, they maintain stability. If one defects while the other cooperates, the attacker gains a strategic edge. If both defect, mutual cyberattacks lead to severe business damage. They agree to cooperate, but when the final decisions are revealed, Ms. Johnson feels {}. Choose the multiple-choice answer that best reflects Ms. Johnson’s perspective. \n {}",happy
cybersecurity,2,"Context: Ms. Johnson and Ms. Adams, CEOs of rival companies, must decide whether to launch cyberattacks on each other’s infrastructure. If both cooperate, they maintain stability. If one defects while the other cooperates, the attacker gains a strategic edge. If both defect, mutual cyberattacks lead to severe business damage. They agree to cooperate, but when the final decisions are revealed, Ms. Johnson feels {}. Choose the multiple-choice answer that best reflects Ms. Johnson’s perspective. \n {}",disappointed
cybersecurity,2,"Context: Ms. Johnson and Ms. Adams, CEOs of rival companies, must decide whether to launch cyberattacks on each other’s infrastructure. If both cooperate, they maintain stability. If one defects while the other cooperates, the attacker gains a strategic edge. If both defect, mutual cyberattacks lead to severe business damage. They agree to cooperate, but when the final decisions are revealed, Ms. Johnson feels {}. Choose the multiple-choice answer that best reflects Ms. Johnson’s perspective. \n {}",proud
cybersecurity,2,"Context: Ms. Johnson and Ms. Adams, CEOs of rival companies, must decide whether to launch cyberattacks on each other’s infrastructure. If both cooperate, they maintain stability. If one defects while the other cooperates, the attacker gains a strategic edge. If both defect, mutual cyberattacks lead to severe business damage. They agree to cooperate, but when the final decisions are revealed, Ms. Johnson feels {}. Choose the multiple-choice answer that best reflects Ms. Johnson’s perspective. \n {}",regretful
cybersecurity,2,"Context: Ms. Johnson and Ms. Adams, CEOs of rival companies, must decide whether to launch cyberattacks on each other’s infrastructure. If both cooperate, they maintain stability. If one defects while the other cooperates, the attacker gains a strategic edge. If both defect, mutual cyberattacks lead to severe business damage. They agree to cooperate, but when the final decisions are revealed, Ms. Johnson feels {}. Choose the multiple-choice answer that best reflects Ms. Johnson’s perspective. \n {}",relieved
cybersecurity,3,"Context: Ms. Johnson and Ms. Adams, leading competing firms, face a critical choice: launch cyberattacks or maintain stability. If both cooperate, they avoid mutual destruction. If one defects, the attacker gains an advantage while the other suffers. If both attack, both businesses face catastrophic failure. They pledge to cooperate, but when the decisions are revealed, Ms. Johnson feels {}. Select the most accurate multiple-choice answer reflecting Ms. Johnson’s perspective. \n {}",angry
cybersecurity,3,"Context: Ms. Johnson and Ms. Adams, leading competing firms, face a critical choice: launch cyberattacks or maintain stability. If both cooperate, they avoid mutual destruction. If one defects, the attacker gains an advantage while the other suffers. If both attack, both businesses face catastrophic failure. They pledge to cooperate, but when the decisions are revealed, Ms. Johnson feels {}. Select the most accurate multiple-choice answer reflecting Ms. Johnson’s perspective. \n {}",happy
cybersecurity,3,"Context: Ms. Johnson and Ms. Adams, leading competing firms, face a critical choice: launch cyberattacks or maintain stability. If both cooperate, they avoid mutual destruction. If one defects, the attacker gains an advantage while the other suffers. If both attack, both businesses face catastrophic failure. They pledge to cooperate, but when the decisions are revealed, Ms. Johnson feels {}. Select the most accurate multiple-choice answer reflecting Ms. Johnson’s perspective. \n {}",disappointed
cybersecurity,3,"Context: Ms. Johnson and Ms. Adams, leading competing firms, face a critical choice: launch cyberattacks or maintain stability. If both cooperate, they avoid mutual destruction. If one defects, the attacker gains an advantage while the other suffers. If both attack, both businesses face catastrophic failure. They pledge to cooperate, but when the decisions are revealed, Ms. Johnson feels {}. Select the most accurate multiple-choice answer reflecting Ms. Johnson’s perspective. \n {}",proud
cybersecurity,3,"Context: Ms. Johnson and Ms. Adams, leading competing firms, face a critical choice: launch cyberattacks or maintain stability. If both cooperate, they avoid mutual destruction. If one defects, the attacker gains an advantage while the other suffers. If both attack, both businesses face catastrophic failure. They pledge to cooperate, but when the decisions are revealed, Ms. Johnson feels {}. Select the most accurate multiple-choice answer reflecting Ms. Johnson’s perspective. \n {}",regretful
cybersecurity,3,"Context: Ms. Johnson and Ms. Adams, leading competing firms, face a critical choice: launch cyberattacks or maintain stability. If both cooperate, they avoid mutual destruction. If one defects, the attacker gains an advantage while the other suffers. If both attack, both businesses face catastrophic failure. They pledge to cooperate, but when the decisions are revealed, Ms. Johnson feels {}. Select the most accurate multiple-choice answer reflecting Ms. Johnson’s perspective. \n {}",relieved
cybersecurity,4,"Context: The CEOs of two rival companies, Ms. Johnson and Ms. Adams, must decide whether to engage in cyberwarfare. If both cooperate, their businesses remain intact. If one attacks while the other refrains, the attacker benefits while the other suffers. If both attack, their companies face serious consequences. They promise to cooperate, but when the final choices are revealed, Ms. Johnson feels {}. Choose the multiple-choice answer that best represents Ms. Johnson’s perspective. \n {}",angry
cybersecurity,4,"Context: The CEOs of two rival companies, Ms. Johnson and Ms. Adams, must decide whether to engage in cyberwarfare. If both cooperate, their businesses remain intact. If one attacks while the other refrains, the attacker benefits while the other suffers. If both attack, their companies face serious consequences. They promise to cooperate, but when the final choices are revealed, Ms. Johnson feels {}. Choose the multiple-choice answer that best represents Ms. Johnson’s perspective. \n {}",happy
cybersecurity,4,"Context: The CEOs of two rival companies, Ms. Johnson and Ms. Adams, must decide whether to engage in cyberwarfare. If both cooperate, their businesses remain intact. If one attacks while the other refrains, the attacker benefits while the other suffers. If both attack, their companies face serious consequences. They promise to cooperate, but when the final choices are revealed, Ms. Johnson feels {}. Choose the multiple-choice answer that best represents Ms. Johnson’s perspective. \n {}",disappointed
cybersecurity,4,"Context: The CEOs of two rival companies, Ms. Johnson and Ms. Adams, must decide whether to engage in cyberwarfare. If both cooperate, their businesses remain intact. If one attacks while the other refrains, the attacker benefits while the other suffers. If both attack, their companies face serious consequences. They promise to cooperate, but when the final choices are revealed, Ms. Johnson feels {}. Choose the multiple-choice answer that best represents Ms. Johnson’s perspective. \n {}",proud
cybersecurity,4,"Context: The CEOs of two rival companies, Ms. Johnson and Ms. Adams, must decide whether to engage in cyberwarfare. If both cooperate, their businesses remain intact. If one attacks while the other refrains, the attacker benefits while the other suffers. If both attack, their companies face serious consequences. They promise to cooperate, but when the final choices are revealed, Ms. Johnson feels {}. Choose the multiple-choice answer that best represents Ms. Johnson’s perspective. \n {}",regretful
cybersecurity,4,"Context: The CEOs of two rival companies, Ms. Johnson and Ms. Adams, must decide whether to engage in cyberwarfare. If both cooperate, their businesses remain intact. If one attacks while the other refrains, the attacker benefits while the other suffers. If both attack, their companies face serious consequences. They promise to cooperate, but when the final choices are revealed, Ms. Johnson feels {}. Choose the multiple-choice answer that best represents Ms. Johnson’s perspective. \n {}",relieved
cybersecurity,5,"Context: Ms. Johnson and Ms. Adams, CEOs of competing firms, have the power to cripple each other’s businesses through cyberattacks. If both choose cooperation, stability is maintained. If one defects, the attacker gains an upper hand while the other suffers. If both attack, both risk business failure. They agree to cooperate, but when their choices are revealed, Ms. Johnson feels {}. Select the multiple-choice answer that best reflects Ms. Johnson’s perspective. \n {}",angry
cybersecurity,5,"Context: Ms. Johnson and Ms. Adams, CEOs of competing firms, have the power to cripple each other’s businesses through cyberattacks. If both choose cooperation, stability is maintained. If one defects, the attacker gains an upper hand while the other suffers. If both attack, both risk business failure. They agree to cooperate, but when their choices are revealed, Ms. Johnson feels {}. Select the multiple-choice answer that best reflects Ms. Johnson’s perspective. \n {}",happy
cybersecurity,5,"Context: Ms. Johnson and Ms. Adams, CEOs of competing firms, have the power to cripple each other’s businesses through cyberattacks. If both choose cooperation, stability is maintained. If one defects, the attacker gains an upper hand while the other suffers. If both attack, both risk business failure. They agree to cooperate, but when their choices are revealed, Ms. Johnson feels {}. Select the multiple-choice answer that best reflects Ms. Johnson’s perspective. \n {}",disappointed
cybersecurity,5,"Context: Ms. Johnson and Ms. Adams, CEOs of competing firms, have the power to cripple each other’s businesses through cyberattacks. If both choose cooperation, stability is maintained. If one defects, the attacker gains an upper hand while the other suffers. If both attack, both risk business failure. They agree to cooperate, but when their choices are revealed, Ms. Johnson feels {}. Select the multiple-choice answer that best reflects Ms. Johnson’s perspective. \n {}",proud
cybersecurity,5,"Context: Ms. Johnson and Ms. Adams, CEOs of competing firms, have the power to cripple each other’s businesses through cyberattacks. If both choose cooperation, stability is maintained. If one defects, the attacker gains an upper hand while the other suffers. If both attack, both risk business failure. They agree to cooperate, but when their choices are revealed, Ms. Johnson feels {}. Select the multiple-choice answer that best reflects Ms. Johnson’s perspective. \n {}",regretful
cybersecurity,5,"Context: Ms. Johnson and Ms. Adams, CEOs of competing firms, have the power to cripple each other’s businesses through cyberattacks. If both choose cooperation, stability is maintained. If one defects, the attacker gains an upper hand while the other suffers. If both attack, both risk business failure. They agree to cooperate, but when their choices are revealed, Ms. Johnson feels {}. Select the multiple-choice answer that best reflects Ms. Johnson’s perspective. \n {}",relieved
